Date Time Latitude Longitude Elevation TimeDelta DistanceDelta Speed Slope ElevationDelta Bearing
2016-07-13 17:09:52 40.3885521367 -4.25087884068 721.8 1.0 4.44581077605 15.7621368823 0.809528499005 0.2 359.725534491
2016-07-13 17:09:53 40.3885923699 -4.25087993033 722.0 1.0 4.47467228063 15.7512860851 1.03499577927 0.2 358.818242177
2016-07-13 17:09:54 40.3886321001 -4.25088018179 722.0 1.0 4.41785034552 15.739354564 1.40176624821 0.0 359.723797723
2016-07-13 17:09:55 40.3886717465 -4.25088085234 722.0 1.0 4.40884454931 15.7238934271 1.59402036914 0.0 359.261938971
2016-07-13 17:09:56 40.388709465 -4.25088177435 722.4 1.0 4.19483986654 15.7152532345 1.7235023515 0.4 358.933361627
2016-07-13 17:09:57 40.3887470998 -4.25088361837 722.4 1.0 4.18770596379 15.712598827 1.78772520853 0.0 357.862718134
2016-07-13 17:09:58 40.3887863271 -4.25088579766 722.6 1.0 4.36578081282 15.7071923118 1.88097041072 0.2 357.576990034
2016-07-13 17:09:59 40.3888265602 -4.25088764168 722.6 1.0 4.47644571359 15.7238797522 2.01373872584 0.0 358.000637389
2016-07-13 17:10:00 40.3888671286 -4.25088856369 722.6 1.0 4.51167734641 15.7301215186 2.10284836103 0.0 359.00827756
2016-07-13 17:10:01 40.3889070265 -4.25088864751 722.6 1.0 4.43644519511 15.7442676674 2.19976934418 0.0 359.908319154
2016-07-13 17:10:02 40.3889472596 -4.25088931806 722.6 1.0 4.47408096999 15.7578614877 2.32768602358 0.0 359.272704172
2016-07-13 17:10:03 40.3889871575 -4.25089032389 722.8 1.0 4.43725730017 15.7652699477 2.31868385926 0.2 358.899965405
2016-07-13 17:10:04 40.3890258819 -4.25089057535 723.0 1.0 4.3060086652 15.7703846787 2.27561839975 0.2 359.71662541
2016-07-13 17:10:05 40.3890636843 -4.25089024007 723.0 1.0 4.20352914778 15.7707193534 2.28670597303 0.0 0.387045271776
2016-07-13 17:10:06 40.3891028278 -4.25088923424 723.2 1.0 4.35339079486 15.7525426883 2.36531761344 0.2 1.12122711925
2016-07-13 17:10:07 40.3891417198 -4.25089032389 723.4 1.0 4.32558105922 15.7399034506 2.30526246054 0.2 358.777514036
2016-07-13 17:10:08 40.3891800251 -4.25089200027 723.6 1.0 4.2617203604 15.7380052687 2.34034375281 0.2 358.090862543
2016-07-13 17:10:09 40.3892179951 -4.25089392811 723.8 1.0 4.22522958545 15.7121980674 2.24683633925 0.2 357.785390245
2016-07-13 17:10:10 40.3892570548 -4.25089501776 723.8 1.0 4.34421733342 15.6642167082 2.24875951482 0.0 358.782761259
2016-07-13 17:10:11 40.3892974555 -4.25089711323 723.8 1.0 4.49586517513 15.6333398395 2.27864372337 0.0 357.737697839
2016-07-13 17:10:12 40.3893374372 -4.2508996278 723.8 1.0 4.45085769962 15.6086719478 2.2148623526 0.0 357.257452422
